date,gdelt_goldstein,gdelt_tone,gdelt_conflict_cnt,gdelt_coop_cnt,gdelt_mentions,gdelt_conflict_intensity
2023-01-17,-0.05420560747663555,-2.371970637745028,273,583,4831,-6.368482490272373
2023-01-18,0.11865049279757384,-2.4962818422179174,404,915,6944,-5.953050397877985
2023-01-19,0.4087771203155818,-2.7090410001496235,514,1514,10641,-5.8237394957983195
2023-01-20,0.13489932885906034,-2.5136620179018054,388,953,7785,-5.4
2023-01-23,-0.3841538461538461,-2.529092163876018,202,448,3471,-6.059473684210526
2023-01-24,-0.4099290780141844,-3.796171998863901,520,1031,8615,-6.527494908350305
2023-01-25,0.4007159904534607,-2.3181970082608654,323,934,7439,-5.493265993265993
2023-01-26,-0.20805515239477507,-3.30585100710912,465,913,8736,-5.802304147465438
2023-01-27,-0.1520453115166772,-3.5720562110259184,495,1094,8663,-6.094957983193277
2023-01-30,0.08845500848896436,-3.587105085356525,171,418,3279,-6.874838709677419
2023-01-31,0.3106620808254514,-2.706204898780124,340,823,6765,-5.155451713395639
2023-02-01,0.27996918335901383,-3.3746686965231616,336,962,7179,-5.938095238095238
2023-02-02,0.5352409638554216,-2.323055642696765,424,1236,10925,-5.906870229007634
2023-02-03,0.18260340632603403,-3.0324135916255797,470,1174,8748,-6.059681093394078
2023-02-06,0.2370510396975425,-2.7197362901638447,164,365,3053,-5.847468354430379
2023-02-07,0.1679475982532751,-2.5939529198047224,336,809,6065,-6.245980707395498
2023-02-08,0.18735207100591708,-2.800494716622138,396,956,6472,-6.1300561797752815
2023-02-09,0.15336500395882818,-2.977896615036571,365,898,7468,-5.726299694189603
2023-02-10,-0.11385911179173049,-3.005932170466541,392,914,6541,-6.186486486486486
2023-02-13,-0.48330605564648127,-2.55206612665229,209,402,3976,-6.081538461538462
2023-02-14,0.02714497041420109,-1.9880128164656825,397,955,7663,-6.219623655913978
2023-02-15,-0.3777128547579299,-2.874517729572179,405,793,6512,-6.435917312661498
2023-02-16,0.17198347107438014,-2.4023514790321805,360,850,6678,-5.831686046511628
2023-02-17,0.27753023551877787,-2.7557716222567965,434,1137,7987,-5.632169576059851
2023-02-20,-0.6973333333333335,-2.030374969064092,143,307,2618,-6.819117647058824
2023-02-21,0.42022900763358767,-2.0205349235570096,286,762,5550,-6.093632958801498
2023-02-22,0.2324667822068168,-2.8034893528451468,508,1223,9289,-5.609832635983263
2023-02-23,0.7244105409153953,-2.8054595920160725,337,1105,8154,-6.069333333333334
2023-02-24,-0.32768729641693817,-3.950369027036057,523,1012,8792,-6.135403726708073
2023-02-27,0.32178030303030297,-2.9617511957347835,154,374,2654,-5.14962962962963
2023-02-28,0.5685884691848907,-2.6952202413056323,262,744,5114,-5.875965665236051
2023-03-01,0.38779822767552835,-2.399622471621622,398,1069,7193,-5.663660477453581
2023-03-02,-0.2791252485089463,-3.5952502175804977,336,670,5969,-5.895498392282958
2023-03-03,0.5271698113207546,-2.281303365991207,388,1202,7717,-5.738440111420614
2023-03-06,0.12184065934065934,-3.2960384243069063,194,534,4257,-6.153723404255319
2023-03-07,0.3333333333333333,-2.6306997990356833,359,1018,7872,-6.0344311377245505
2023-03-08,0.4383029341792229,-2.968053254476687,351,910,6694,-5.3373860182370825
2023-03-10,0.08643263757115738,-2.5994808674734164,306,748,5841,-6.142087542087542
2023-03-13,0.17365853658536587,-3.3725674842571207,171,444,3381,-5.551807228915662
2023-03-14,0.747007042253521,-2.4529182972189063,289,847,6680,-5.48021978021978
2023-03-15,0.49585834333733486,-3.311957841936454,431,1235,10180,-5.619268292682927
2023-03-16,0.516765140324963,-2.714874007754815,352,1002,8511,-5.1020958083832335
2023-03-17,0.5283068783068783,-2.517519189317406,302,832,6747,-5.54006968641115
2023-03-20,0.3721854304635761,-3.3353455913766146,167,437,3788,-5.481578947368422
2023-03-21,0.44903777619387025,-2.6556602197834884,384,1022,8117,-5.649586776859505
2023-03-24,-0.07832310838445819,-2.9227970596207946,610,1346,11533,-5.9521815008726
2023-03-27,0.4508749999999999,-2.769237031598939,211,589,4246,-5.637948717948718
2023-03-28,-0.18899371069182397,-2.965087055556463,570,1338,10781,-6.7756906077348065
2023-03-29,-0.3626607319485658,-2.8122688790540598,643,1379,11496,-6.533777038269551
2023-03-30,0.10986166889781339,-3.001364714234671,671,1570,13246,-6.134858044164038
2023-03-31,-0.32832233741753064,-3.96828839354837,791,1331,14922,-5.318057455540355
2023-04-03,-0.14277551020408166,-3.179320800009827,393,832,6281,-6.153333333333332
2023-04-04,0.136803316444035,-3.026972222582288,699,1472,13759,-5.262844036697248
2023-04-05,0.06802383316782525,-4.022545330333045,919,2102,19991,-5.125895953757225
2023-04-06,-0.01321709786276717,-2.742795176958682,537,1241,10507,-6.072983870967741
2023-04-07,0.6326359832635984,-2.692545239378808,596,1555,10720,-5.225044722719142
2023-04-10,-0.5293525179856117,-3.2612619916881003,233,462,3761,-6.135000000000002
2023-04-11,0.19357287449392716,-3.059915722411361,575,1401,13904,-5.958608058608059
2023-04-12,0.12448512585812357,-3.133450196817648,678,1507,13239,-5.532348367029549
2023-04-13,0.12310231023102303,-2.313167421566072,631,1490,13093,-5.609547738693467
2023-04-14,0.09214896829391037,-3.085121861104133,597,1390,11079,-5.771245421245422
2023-04-17,-0.28055555555555556,-2.328407330526024,239,589,4066,-7.545581395348837
2023-04-18,-0.08146551724137939,-3.090137934973576,808,1744,16046,-5.959067357512953
2023-04-19,0.6611161939615736,-2.917105824112027,496,1690,14650,-6.167510548523207
2023-04-20,0.18295561850802647,-3.1985962941127917,600,1518,12913,-6.0942307692307685
2023-04-21,0.29194056731202156,-2.8205965016066767,596,1625,13193,-6.323198594024605
2023-04-24,0.3730834752981261,-2.5543735629384656,169,418,3447,-6.254477611940299
2023-04-25,0.6471083660864683,-1.9611125937116591,465,1316,10633,-5.143127962085308
2023-04-26,0.31709613478691767,-2.8109944486735996,566,1452,11073,-5.779962894248608
2023-04-27,0.6277503090234857,-2.2641622103193626,427,1191,9553,-5.490547263681592
2023-04-28,-0.034354382657869935,-3.2317223336946266,669,1453,11751,-5.487223974763407
2023-05-01,0.07033997655334115,-2.3504550792599557,233,620,5425,-5.904504504504505
2023-05-02,0.4395858708891595,-2.3910482147838925,447,1195,10402,-5.375656324582339
2023-05-03,0.5169372531812197,-2.400193934085411,613,1666,13895,-6.0426621160409555
2023-05-04,-0.16793271839392301,-2.6890244608655727,584,1259,11469,-5.815370705244122
2023-05-05,0.42192393736017897,-2.2119060715873156,483,1305,10252,-5.582102908277404
2023-05-08,-0.6021650879566983,-3.3099916535182015,234,505,6720,-7.476888888888889
2023-05-09,0.20635002581311312,-3.016266226915875,551,1386,9981,-6.107779886148008
2023-05-10,-0.10954400848356312,-2.9956002199571343,597,1289,13319,-5.83086642599278
2023-05-11,0.2521939953810623,-2.9236335470644934,473,1259,10117,-5.850564334085779
2023-05-12,0.24644087256027553,-2.971226212713549,546,1196,10999,-5.159288537549407
2023-05-15,0.43217391304347824,-1.9221972840544306,169,521,4045,-5.72638036809816
2023-05-16,-0.019112207151664663,-2.8446325179438943,482,1140,9603,-6.140259740259741
2023-05-17,0.19991158267020334,-2.7271288247663685,697,1565,14516,-5.684885496183207
2023-05-18,0.2228229467602146,-2.9855925323229506,714,1709,13698,-5.62848575712144
2023-05-19,0.29579196217494086,-2.386358022611614,578,1537,12009,-5.917748091603054
2023-05-22,0.31628352490421446,-3.149082188109521,302,742,5587,-5.826643598615917
2023-05-23,0.8078387458006718,-2.088285492931997,432,1354,10285,-5.2784810126582276
2023-05-24,0.11985815602836881,-2.805181607373617,622,1352,11624,-5.720754716981133
2023-05-25,-0.13541159279103746,-2.7514637505753123,678,1375,10709,-5.676703645007924
2023-05-26,-0.07057169634489222,-2.9749632782524396,688,1446,12776,-5.7250000000000005
2023-05-29,-0.491027496382055,-2.3390541857944234,225,466,4032,-6.566509433962263
2023-05-30,0.18666666666666665,-2.159380317425998,229,566,4699,-6.732718894009216
2023-05-31,-0.08705293276108728,-2.7198711951245604,428,970,8819,-6.46231527093596
2023-06-01,0.35391389432485315,-2.9271756454851707,574,1470,12736,-5.599619771863117
2023-06-02,0.11265432098765428,-2.3057349566796397,474,1146,11278,-5.743141592920354
2023-06-05,0.05586080586080587,-2.325491829155691,162,384,3208,-6.1892405063291145
2023-06-06,0.40805123513266234,-3.050453362126476,573,1613,11790,-5.758888888888889
2023-06-07,0.33251593918587546,-3.1276257200395503,568,1471,10656,-5.353308128544423
2023-06-08,0.24004127966976258,-2.8699381356298224,586,1352,10588,-5.504472271914133
2023-06-09,0.7412176347095871,-2.0962676554264585,362,1067,8514,-5.264776119402986
2023-06-12,0.7189493433395874,-2.2200229477226707,139,394,2734,-5.37890625
2023-06-13,-0.11288196524865195,-2.9280959650636698,548,1121,9566,-5.608670520231214
2023-06-14,0.42792079207920786,-2.631695671566227,548,1472,12419,-4.9235643564356435
2023-06-15,0.05807560137457047,-3.251823817015755,532,1214,10038,-5.677906976744186
2023-06-16,0.2970212765957446,-2.360313403499083,541,1339,10394,-5.691485148514851
2023-06-19,-0.006380208333333359,-2.6005344384911107,217,551,4410,-6.930046948356807
2023-06-20,0.6448456992777413,-1.5695889820492195,339,1184,9363,-6.096894409937889
2023-06-21,0.06783054003724388,-2.9961506724764084,589,1559,13366,-5.549194991055456
2023-06-22,0.3715758468335788,-2.3361441913520444,563,1474,11761,-5.177693761814745
2023-06-23,0.575068493150685,-1.9117171851600994,433,1392,12254,-5.239077669902913
2023-06-26,0.6657187993680884,-2.2134983801031467,147,486,3132,-5.43453237410072
2023-06-27,0.24820923656927424,-3.202614863771358,614,1508,12056,-5.670442477876106
2023-06-28,0.08538338658146959,-2.715576499361882,405,847,6366,-5.441530054644809
2023-06-29,0.620116156282999,-2.584740990474754,523,1371,11556,-5.017741935483872
2023-06-30,0.18948247078464106,-2.630190996688819,572,1225,9834,-5.4188990825688075
2023-07-03,0.17310513447432763,-2.121204957032413,113,296,2248,-6.15408163265306
2023-07-04,-0.094888705688376,-2.3794718907562826,378,835,6180,-6.001971830985915
2023-07-05,0.037059415911379553,-2.1345052438744516,285,708,6469,-6.793357933579336
2023-07-06,0.07090112640800993,-3.1303490774948552,499,1099,10135,-5.935924369747899
2023-07-07,0.0047238855622090065,-3.135806453294578,478,1025,7842,-5.793318485523386
2023-07-10,-0.03996247654784242,-2.6692488264355516,176,357,2790,-5.935672514619883
2023-07-11,0.07415575465196422,-3.142858270456889,429,1022,8020,-6.117164179104479
2023-07-12,-0.01572783045175688,-3.206256323221972,578,1215,12193,-5.6569090909090916
2023-07-13,0.714958283671037,-2.2195674188274594,417,1261,9427,-5.234271099744246
2023-07-14,0.20903225806451609,-3.0443247729452207,529,1176,9666,-5.11144578313253
2023-07-17,-0.2686767169179229,-3.310058568533857,180,417,3641,-6.992592592592594
2023-07-18,0.1728118161925601,-2.9065963105103747,542,1286,11135,-5.705202312138728
2023-07-19,0.42979433018343527,-3.321616867901573,516,1283,10125,-5.152777777777778
2023-07-20,0.2265435660703982,-3.0290671063727865,541,1192,9076,-5.276831683168317
2023-07-21,0.36868381240544634,-2.872342456722058,353,969,7891,-5.826114649681529
2023-07-24,-0.42919847328244276,-3.629544406596447,180,344,2739,-6.370520231213872
2023-07-25,-0.5535125229077581,-3.1564415425602372,605,1032,7862,-6.135776614310646
2023-07-26,-0.16168341708542716,-3.4694570397993227,530,1062,7912,-5.978915662650603
2023-07-27,0.2481311098332375,-3.0688253227462865,480,1259,10761,-5.60880361173815
2023-07-28,0.6792465753424658,-2.57149955158245,385,1075,9720,-5.063685636856369
2023-07-31,0.7881685575364668,-2.0295804310070644,148,469,3279,-5.683098591549296
2023-08-01,-0.11731391585760516,-2.988920790835207,581,1273,10569,-5.702018348623853
2023-08-02,0.30872410032715386,-3.755772154087635,545,1289,15030,-5.352307692307692
2023-08-03,0.44716451431779897,-2.6452485115096933,501,1280,10894,-5.405869565217391
2023-08-04,0.25891222401723213,-3.2777000979275215,562,1295,11781,-5.058518518518519
2023-08-07,0.032586206896551756,-2.9228415386808795,163,417,3015,-5.7534246575342465
2023-08-08,0.03406459475929305,-3.642904734662737,512,1129,9440,-5.713967611336032
2023-08-09,0.01930783242258651,-2.8298611660456348,512,1135,10248,-5.715756302521008
2023-08-10,0.27849275362318837,-2.905479273153032,490,1235,10398,-5.8656455142231945
2023-08-11,0.41508646392367327,-3.251065321443849,463,1214,10377,-5.804166666666667
2023-08-14,0.4854660347551343,-2.6102204499452095,170,463,3542,-6.658181818181817
2023-08-15,0.15205479452054793,-3.512224315432014,597,1447,12368,-5.865901060070672
2023-08-16,-0.06311179804224631,-3.780769049315346,625,1316,10247,-5.653480475382003
2023-08-17,-0.32384937238493716,-3.0911336333628245,501,933,8784,-5.465031982942431
2023-08-18,-0.18608312342569264,-2.974071954338844,518,1070,8432,-6.000202839756592
2023-08-21,-0.06394927536231884,-3.2132776798655085,190,362,2702,-5.40625
2023-08-22,0.6349389416553596,-2.5436032970327354,376,1098,8043,-5.543611111111111
2023-08-23,0.25501207729468595,-2.7592018513485397,466,1190,9475,-6.01289592760181
2023-08-24,0.1444252873563218,-3.365299618918347,540,1200,9330,-5.63852140077821
2023-08-25,0.5307531380753138,-3.472865573184235,530,1382,13104,-5.717564870259481
2023-08-28,0.5816044260027663,-2.3849857014843634,176,547,3694,-6.31280487804878
2023-08-29,0.08903559127439722,-2.654016676962237,527,1215,10329,-6.1784
2023-08-30,0.25807622504537203,-2.804486663113482,502,1151,9038,-5.5040598290598295
2023-08-31,0.4210308056872037,-3.257857974499173,470,1218,9250,-5.464367816091954
2023-09-01,-0.2230093355299287,-3.4293999314301242,601,1220,12073,-5.75169946332737
2023-09-04,0.05225563909774438,-3.1300695553229554,163,369,2969,-5.854248366013072
2023-09-05,0.3680327868852459,-2.049256047265826,191,541,5242,-6.046913580246914
2023-09-06,0.2502086230876217,-3.260802955666558,438,1000,8956,-5.675062972292191
2023-09-07,0.682469135802469,-2.2574133909925433,437,1183,8608,-5.18639798488665
2023-09-08,-0.16553428042001236,-3.308388066066344,561,1058,9164,-5.621402214022139
2023-09-11,0.7266826923076923,-2.4547444356258485,112,304,2191,-6.217924528301887
2023-09-12,0.9598272138228942,-2.5610712705423757,436,1416,11199,-5.657960199004975
2023-09-13,0.2566257272139625,-2.7587977969209074,428,1119,7971,-5.765036674816625
2023-09-14,0.16083102493074788,-2.7536338913640197,530,1275,11323,-5.834381139489194
2023-09-15,-0.47882906429691585,-4.009857219050354,669,1244,9556,-6.147417840375588
2023-09-18,0.2294200848656294,-1.572662585785028,199,508,4800,-6.122580645161292
2023-09-19,0.4906153846153845,-2.293790099785348,523,1427,14588,-5.601709401709401
2023-09-20,0.4536465981399902,-2.674648960311053,547,1496,11256,-5.37852998065764
2023-09-21,0.40220037453183516,-2.650787228216861,629,1507,12765,-5.2716666666666665
2023-09-22,0.36390268123138025,-2.7147510878656957,605,1409,11828,-5.646234676007006
2023-09-25,0.6107816711590296,-0.8889368343278095,89,282,2211,-6.324390243902439
2023-09-26,0.717720465890183,-2.2760365230978077,288,914,6072,-5.395880149812735
2023-09-27,-0.04973938942665681,-3.1594679440957756,436,907,7196,-5.5931372549019605
2023-09-28,0.16919134396355354,-3.2315679813782325,536,1220,10754,-5.634851485148515
2023-09-29,0.2710106382978723,-2.53042047306474,433,1071,7614,-5.658353510895885
2023-10-02,0.7480633802816901,-1.8296467364599662,136,432,3025,-6.3475409836065575
2023-10-03,0.31443074691805656,-2.298493643742351,394,985,7182,-5.469354838709678
2023-10-04,0.26227146814404423,-2.6683402014680615,559,1246,12237,-5.264497041420119
2023-10-05,-0.21873754152823918,-2.8611885283095724,478,1027,9155,-6.038105726872247
2023-10-06,-0.10182802979011515,-3.199183225594855,493,984,9693,-5.557478632478633
2023-10-09,0.5063142437591777,-2.5738789934843185,184,497,3080,-6.189325842696629
2023-10-10,0.2796451914098973,-2.446557717075398,298,773,5798,-6.352808988764046
2023-10-11,0.24968696642003413,-3.0304954844800345,510,1247,10539,-5.893008474576271
2023-10-12,0.19600262123197898,-2.9180365341574186,417,1109,9240,-5.679069767441861
2023-10-13,-0.018996188055908497,-2.845360270813728,495,1079,8751,-5.919347826086956
2023-10-16,0.8299632352941178,-2.5792765560070663,121,423,2566,-5.8054054054054065
2023-10-17,0.15359116022099448,-3.5484205455376707,499,1130,8741,-5.671428571428572
2023-10-18,0.4445048309178744,-3.5413555234071987,487,1169,9003,-5.584301075268818
2023-10-19,-0.10357315306615172,-2.8235326021986906,675,1396,10569,-5.833492822966508
2023-10-20,0.0983268983268983,-2.9154368137714086,478,1076,9521,-6.047972972972973
2023-10-23,0.13322033898305083,-2.7052313203044944,164,426,3213,-6.792517006802721
2023-10-24,0.5667996807661613,-2.3053104218089673,332,921,7017,-6.011356466876971
2023-10-25,0.1413697104677059,-2.7020024007362093,544,1252,11405,-5.904296875
2023-10-26,0.616220556745182,-2.9472885943388567,515,1353,10234,-5.328025477707007
2023-10-27,0.3233372921615202,-2.692708285729064,450,1234,9740,-6.097679814385151
2023-10-30,-1.0820415879017016,-3.232826022399176,190,339,3929,-7.209392265193371
2023-10-31,-0.0004135079255686282,-2.9340048383281063,440,1011,7400,-5.889320388349515
2023-11-01,0.047700797057020204,-3.335535983351872,486,1145,9382,-6.0611587982832615
2023-11-02,0.48679906542056073,-2.6194968259989104,472,1240,9540,-5.253023255813954
2023-11-03,0.09143678160919538,-2.706278052845842,489,1251,11634,-5.926579520697167
2023-11-06,0.1697017268445839,-2.898005101969299,174,463,3314,-6.234705882352942
2023-11-07,-0.21690476190476188,-3.068045117228502,522,1158,9719,-6.300813008130081
2023-11-08,-0.05732899022801306,-3.1899453096357604,464,1071,8028,-6.112669683257919
2023-11-09,-0.07072776280323452,-2.965485021586599,602,1253,9901,-5.7469458987783595
2023-11-10,0.04674698795180726,-2.9332033936576782,529,1131,10005,-5.455757575757575
2023-11-13,0.23344370860927152,-2.657460658786732,181,423,3588,-6.036842105263159
2023-11-14,0.5355333844973138,-1.8000399318674802,345,958,7742,-6.044478527607362
2023-11-15,0.1775959367945824,-2.7640019578031465,553,1219,9496,-5.193980582524271
2023-11-16,0.34424724602203177,-2.547576183049795,473,1161,9544,-5.504328018223235
2023-11-17,-0.05826044703595733,-3.1895932700672005,649,1409,11473,-5.701003344481605
2023-11-20,0.7972661870503596,-0.729185848806064,153,542,5342,-6.508783783783784
2023-11-21,0.5179757085020242,-2.1011757702913503,320,915,6486,-5.852333333333333
2023-11-22,0.4518451300665456,-2.707611325402717,409,1244,8613,-5.620209973753282
2023-11-23,0.31230425055928407,-2.2236464908262863,345,996,10037,-5.916099071207431
2023-11-24,0.9661898569570871,-2.2954251697214603,185,584,6501,-5.933522727272727
2023-11-27,-0.6260211800302573,-4.080788235256175,218,443,3730,-7.379245283018868
2023-11-28,0.26718061674008814,-2.636152275098262,391,971,9801,-5.835405405405405
2023-11-29,0.1806872037914692,-2.8770704846182458,494,1194,9155,-5.9759414225941425
2023-11-30,0.4098657718120805,-2.416691352752281,404,1086,8625,-5.957441253263708
2023-12-01,0.45978330146590174,-2.950993674148957,424,1145,8753,-5.406435643564356
2023-12-04,0.2844364937388194,-2.5126164048555673,168,391,3944,-6.684516129032257
2023-12-05,-0.07703703703703708,-3.3322058575148508,408,807,6875,-5.476363636363636
2023-12-06,0.5672508214676889,-2.99285532389278,495,1331,10836,-5.623126338329764
2023-12-07,0.038839285714285646,-2.868964350677416,540,1252,10384,-6.074650698602794
2023-12-08,-0.3409250879839116,-3.723665699337577,674,1315,11311,-6.162933753943218
2023-12-11,0.7361018826135104,-2.7647896041022264,237,666,6029,-5.587614678899082
2023-12-12,0.21451157538114063,-3.0512233942342757,534,1237,9861,-5.1823061630218685
2023-12-13,0.5022128556375132,-2.4214135964219627,486,1412,11691,-5.440262582056892
2023-12-14,0.574774193548387,-2.6261698355770666,433,1117,9283,-4.507881773399015
2023-12-15,0.15757575757575754,-3.1491826014015856,617,1363,11051,-5.652568493150685
2023-12-18,0.05050709939148068,-2.2081219061563537,143,350,3172,-5.842222222222222
2023-12-19,-0.22931488801054029,-3.749516331920011,530,988,10396,-5.767605633802817
2023-12-20,-0.1650943396226416,-3.057953697641303,485,999,9772,-5.770535714285714
2023-12-21,0.20745305164319236,-3.598040203476706,568,1136,10016,-5.393523809523809
2023-12-22,0.2896574440052701,-2.619697536189896,476,1042,7595,-5.302882483370288
2023-12-25,0.5224256292906179,-2.4202668620994876,104,333,2521,-6.566336633663367
2023-12-26,0.3222222222222222,-2.8233999644680248,91,242,1976,-6.1
2023-12-27,0.2323765786452354,-2.477676449656093,247,624,4685,-6.280425531914894
2023-12-28,-0.2752255947497948,-2.6222158393793604,424,795,7078,-6.21421568627451
2023-12-29,0.5113884555382215,-3.0139223999749873,382,900,7163,-5.238397790055249
2024-01-01,-0.47753303964757704,-2.790852606284925,165,289,3072,-5.978
2024-01-02,0.2307692307692308,-2.4248842066713547,123,293,1978,-5.7642201834862385
2024-01-03,0.4533886583679113,-3.271408447317875,387,1059,9260,-5.587704918032786
2024-01-04,-0.10995260663507116,-3.837626134200259,576,1112,11701,-6.001270417422867
2024-01-05,-0.10087158628704238,-3.1688867288380957,544,1177,9364,-5.941425818882467
2024-01-08,0.3367088607594936,-3.1253200561029324,166,466,4200,-6.010135135135135
2024-01-09,0.19152941176470586,-2.83771852687716,504,1196,10933,-5.355119825708061
2024-01-10,0.4674535050071531,-2.959617192856724,365,1033,9263,-5.273529411764706
2024-01-11,0.24631519274376418,-2.611165289035397,530,1234,11367,-5.34927536231884
2024-01-12,0.2963572267920094,-2.990953741700642,476,1226,10174,-4.839823008849558
2024-01-15,-0.2064900662251656,-1.982738817739928,217,538,4044,-6.7035
2024-01-16,0.46246305418719214,-1.5828710516905022,253,762,5286,-6.029411764705882
2024-01-17,-0.221381074168798,-3.5828103168130863,629,1326,13054,-5.751952461799661
2024-01-18,0.08276643990929702,-2.7571198137004482,527,1237,9831,-5.85910931174089
2024-01-19,-0.2796688741721855,-3.681440996190902,522,988,9925,-5.449693251533742
2024-01-22,0.2818288393903869,-1.9943459016189813,250,603,5595,-5.803463203463203
2024-01-23,-0.07858980957282564,-2.782665620363405,624,1319,11384,-5.6601362862010225
2024-01-24,-0.3296629213483147,-3.145260018597744,581,1199,9210,-6.246516007532957
2024-01-25,0.4155459924690693,-1.9363963660486982,543,1316,11353,-5.761431411530815
2024-01-26,-0.26431870669745955,-3.225914703903429,609,1123,10193,-5.659412780656305
2024-01-29,0.7122205663189269,-3.02195736250145,164,507,4281,-6.128289473684211
2024-01-30,0.017656675749318694,-3.293099826412019,588,1247,13114,-6.08259325044405
2024-01-31,0.2580832016850973,-2.8546496628484728,550,1349,10247,-5.4927734374999995
2024-02-01,0.1714532871972318,-3.440760286170147,525,1209,10291,-5.101030927835051
